origin,State_Name,State_Post_Office_Code,County
,CONNECTICUT,CT,Hartford County
DCA,Virginia,VA,Arlington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
IAD,Virginia,VA,Loudoun County
,Virginia,VA,Prince William County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,Virginia,VA,Washington County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,New Castle County
DOV,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Sussex County
,DELAWARE,DE,Kent County
,DELAWARE,DE,Kent County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,New Castle County
,DELAWARE,DE,Kent County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Calhoun County
,FLORIDA,FL,Calhoun County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Franklin County
,FLORIDA,FL,Franklin County
,FLORIDA,FL,Franklin County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Highlands County
,FLORIDA,FL,Hardee County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Gilchrist County
,FLORIDA,FL,Gilchrist County
,FLORIDA,FL,Gilchrist County
,FLORIDA,FL,Gilchrist County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Calhoun County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Holmes County
,FLORIDA,FL,Washington County
,FLORIDA,FL,Holmes County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Manatee County
,FLORIDA,FL,Manatee County
,FLORIDA,FL,Manatee County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Gilchrist County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Hernando County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Hernando County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Hernando County
,FLORIDA,FL,Flagler County
,FLORIDA,FL,Flagler County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Bradford County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Franklin County
,FLORIDA,FL,Franklin County
,FLORIDA,FL,Washington County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Escambia County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Washington County
,FLORIDA,FL,Washington County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Calhoun County
,FLORIDA,FL,Calhoun County
,FLORIDA,FL,Calhoun County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Dixie County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Lafayette County
DAB,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Washington County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,Manatee County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Indian River County
,FLORIDA,FL,Nassau County
,FLORIDA,FL,Nassau County
,FLORIDA,FL,Nassau County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Okeechobee County
FLL,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
RSW,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
FPR,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Calhoun County
,FLORIDA,FL,Walton County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
GNV,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Baker County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Jefferson County
,FLORIDA,FL,Madison County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Nassau County
,FLORIDA,FL,Martin County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Martin County
,FLORIDA,FL,Martin County
,FLORIDA,FL,Martin County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
JAX,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Hamilton County
,FLORIDA,FL,Hamilton County
,FLORIDA,FL,Hamilton County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Hamilton County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Martin County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Taylor County
,FLORIDA,FL,Taylor County
,FLORIDA,FL,Indian River County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Monroe County
EYW,FLORIDA,FL,Monroe County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Glades County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Hendry County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Union County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Columbia County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Highlands County
,FLORIDA,FL,Highlands County
,FLORIDA,FL,Highlands County
,FLORIDA,FL,Highlands County
,FLORIDA,FL,Glades County
,FLORIDA,FL,Highlands County
,FLORIDA,FL,Highlands County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Jefferson County
,FLORIDA,FL,Madison County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Citrus County
,FLORIDA,FL,Madison County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Baker County
,FLORIDA,FL,Madison County
,FLORIDA,FL,Madison County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Monroe County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Jackson County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Lafayette County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Dade County
MLB,FLORIDA,FL,Brevard County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
MIA,FLORIDA,FL,Miami-Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Leon County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Jefferson County
,FLORIDA,FL,Jefferson County
,FLORIDA,FL,Levy County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Lake County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Pasco County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Okaloosa County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Dade County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Suwannee County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Duval County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Collier County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Glades County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Okeechobee County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Dixie County
,FLORIDA,FL,Dixie County
,FLORIDA,FL,Dixie County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Clay County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
MCO,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
SFB,FLORIDA,FL,Seminole County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Alachua County
,FLORIDA,FL,Orange County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Sumter County
,FLORIDA,FL,Santa Rosa County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Palm Beach County
,FLORIDA,FL,Flagler County
,FLORIDA,FL,Flagler County
,FLORIDA,FL,Manatee County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Wakulla County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
ECP,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Bay County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Escambia County
,FLORIDA,FL,Escambia County
,FLORIDA,FL,Escambia County
,FLORIDA,FL,Escambia County
PNS,FLORIDA,FL,Escambia County
,FLORIDA,FL,Escambia County
,FLORIDA,FL,Escambia County
,FLORIDA,FL,Taylor County
,FLORIDA,FL,Taylor County
,FLORIDA,FL,Taylor County
,FLORIDA,FL,Taylor County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Broward County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,De Soto Parish
,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Gulf County
,FLORIDA,FL,Gulf County
,FLORIDA,FL,St. Lucie County
,FLORIDA,FL,St. Lucie County
PGD,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Charlotte County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Gadsden County
,FLORIDA,FL,Bradford County
,FLORIDA,FL,Marion County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Polk County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Hillsborough County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,St. Johns County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Osceola County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Alachua County
PIE,FLORIDA,FL,Pinellas County
,FLORIDA,FL,Volusia County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Seminole County
,FLORIDA,FL,Putnam County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Lee County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Sarasota County
SRQ,FLORIDA,FL,Sarasota County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Brevard County
,FLORIDA,FL,Indian River County
,FLORIDA,FL,Indian River County
