stateFips,stateName,countyFips,countyName,date,totalGrade,visitationGrade,encountersGrade,travelDistanceGrade
01,Alabama,01085,Lowndes County,2020-04-14,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-13,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-12,B-,,A,D
01,Alabama,01085,Lowndes County,2020-04-11,B-,,A,D
01,Alabama,01085,Lowndes County,2020-04-10,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-09,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-08,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-07,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-06,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-05,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-04,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-03,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-02,C,,A,F
01,Alabama,01085,Lowndes County,2020-04-01,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-31,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-30,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-29,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-28,B-,,A,D
01,Alabama,01085,Lowndes County,2020-03-27,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-26,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-25,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-24,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-23,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-22,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-21,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-20,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-19,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-18,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-17,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-16,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-15,C-,,B,F
01,Alabama,01085,Lowndes County,2020-03-14,C-,,B,F
01,Alabama,01085,Lowndes County,2020-03-13,C-,,B,F
01,Alabama,01085,Lowndes County,2020-03-12,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-11,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-10,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-09,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-08,C-,,B,F
01,Alabama,01085,Lowndes County,2020-03-07,D,,C,F
01,Alabama,01085,Lowndes County,2020-03-06,C-,,B,F
01,Alabama,01085,Lowndes County,2020-03-05,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-04,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-03,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-02,C,,A,F
01,Alabama,01085,Lowndes County,2020-03-01,C-,,B,F
01,Alabama,01085,Lowndes County,2020-02-29,C,,A,F
01,Alabama,01085,Lowndes County,2020-02-28,C-,,B,F
01,Alabama,01085,Lowndes County,2020-02-27,C-,,B,F
01,Alabama,01085,Lowndes County,2020-02-26,C-,,B,F
01,Alabama,01085,Lowndes County,2020-02-25,C,,A,F
01,Alabama,01085,Lowndes County,2020-02-24,C,,A,F
01,Alabama,01109,Pike County,2020-04-19,C,D,B,C
01,Alabama,01109,Pike County,2020-04-18,D-,F,D,D
01,Alabama,01109,Pike County,2020-04-17,D+,C,D,D
01,Alabama,01109,Pike County,2020-04-16,D,C,D,F
01,Alabama,01109,Pike County,2020-04-15,D-,D,D,F
01,Alabama,01109,Pike County,2020-04-14,D+,C,C,F
01,Alabama,01109,Pike County,2020-04-13,D,D,C,F
01,Alabama,01109,Pike County,2020-04-12,B,A,B,C
01,Alabama,01109,Pike County,2020-04-11,D-,F,D,D
01,Alabama,01109,Pike County,2020-04-10,D+,C,D,D
01,Alabama,01109,Pike County,2020-04-09,D+,B,D,F
01,Alabama,01109,Pike County,2020-04-08,D+,C,C,F
01,Alabama,01109,Pike County,2020-04-07,C-,B,C,F
01,Alabama,01109,Pike County,2020-04-06,C-,B,C,F
01,Alabama,01109,Pike County,2020-04-05,C+,C,B,C
01,Alabama,01109,Pike County,2020-04-04,D-,F,D,D
01,Alabama,01109,Pike County,2020-04-03,F,F,D,F
01,Alabama,01109,Pike County,2020-04-02,D-,D,D,F
01,Alabama,01109,Pike County,2020-04-01,F,F,D,F
01,Alabama,01109,Pike County,2020-03-31,D+,C,C,F
01,Alabama,01109,Pike County,2020-03-30,D+,C,C,F
01,Alabama,01109,Pike County,2020-03-29,D,F,C,D
01,Alabama,01109,Pike County,2020-03-28,D-,F,D,D
01,Alabama,01109,Pike County,2020-03-27,D-,D,D,F
01,Alabama,01109,Pike County,2020-03-26,D-,D,D,F
01,Alabama,01109,Pike County,2020-03-25,F,F,D,F
01,Alabama,01109,Pike County,2020-03-24,D-,D,D,F
01,Alabama,01109,Pike County,2020-03-23,D-,D,D,F
01,Alabama,01109,Pike County,2020-03-22,D-,F,C,F
01,Alabama,01109,Pike County,2020-03-21,D,F,B,F
01,Alabama,01109,Pike County,2020-03-20,D,C,D,F
01,Alabama,01109,Pike County,2020-03-19,D-,D,D,F
01,Alabama,01109,Pike County,2020-03-18,F,F,D,F
01,Alabama,01109,Pike County,2020-03-17,F,F,D,F
01,Alabama,01109,Pike County,2020-03-16,F,F,F,F
01,Alabama,01109,Pike County,2020-03-15,F,F,D,F
01,Alabama,01109,Pike County,2020-03-14,F,F,D,F
01,Alabama,01109,Pike County,2020-03-13,F,F,F,F
01,Alabama,01109,Pike County,2020-03-12,F,F,D,F
01,Alabama,01109,Pike County,2020-03-11,F,F,D,F
01,Alabama,01109,Pike County,2020-03-10,F,F,D,F
01,Alabama,01109,Pike County,2020-03-09,F,F,D,F
01,Alabama,01109,Pike County,2020-03-08,F,F,D,F
01,Alabama,01109,Pike County,2020-03-07,F,F,F,F
01,Alabama,01109,Pike County,2020-03-06,F,F,F,F
01,Alabama,01109,Pike County,2020-03-05,F,F,F,F
01,Alabama,01109,Pike County,2020-03-04,F,F,F,F
01,Alabama,01109,Pike County,2020-03-03,F,F,F,F
01,Alabama,01109,Pike County,2020-03-02,F,F,F,F
01,Alabama,01109,Pike County,2020-03-01,F,F,F,F
01,Alabama,01109,Pike County,2020-02-29,F,F,F,F
01,Alabama,01109,Pike County,2020-02-28,F,F,F,F
01,Alabama,01109,Pike County,2020-02-27,F,F,F,F
01,Alabama,01109,Pike County,2020-02-26,F,F,F,F
01,Alabama,01109,Pike County,2020-02-25,F,F,F,F
01,Alabama,01109,Pike County,2020-02-24,F,F,F,F
01,Alabama,01005,Barbour County,2020-04-19,C,F,A,C
01,Alabama,01005,Barbour County,2020-04-18,D,F,B,F
01,Alabama,01005,Barbour County,2020-04-17,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-16,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-15,D,F,B,F
01,Alabama,01005,Barbour County,2020-04-14,D,F,B,F
01,Alabama,01005,Barbour County,2020-04-13,D,F,B,F
01,Alabama,01005,Barbour County,2020-04-12,C+,D,A,C
01,Alabama,01005,Barbour County,2020-04-11,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-10,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-09,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-08,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-07,C-,F,A,D
01,Alabama,01005,Barbour County,2020-04-06,C-,F,A,D
01,Alabama,01005,Barbour County,2020-04-05,C,F,A,C
01,Alabama,01005,Barbour County,2020-04-04,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-03,D+,F,B,D
01,Alabama,01005,Barbour County,2020-04-02,D,F,B,F
01,Alabama,01005,Barbour County,2020-04-01,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-31,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-30,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-29,D+,F,B,D
01,Alabama,01005,Barbour County,2020-03-28,D+,F,B,D
01,Alabama,01005,Barbour County,2020-03-27,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-26,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-25,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-24,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-23,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-22,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-21,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-20,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-19,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-18,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-17,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-16,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-15,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-14,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-13,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-12,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-11,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-10,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-09,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-08,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-07,F,F,D,F
01,Alabama,01005,Barbour County,2020-03-06,F,F,D,F
01,Alabama,01005,Barbour County,2020-03-05,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-04,D,F,B,F
01,Alabama,01005,Barbour County,2020-03-03,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-02,D-,F,C,F
01,Alabama,01005,Barbour County,2020-03-01,D,F,B,F
01,Alabama,01005,Barbour County,2020-02-29,D-,F,C,F
01,Alabama,01005,Barbour County,2020-02-28,F,F,D,F
01,Alabama,01005,Barbour County,2020-02-27,D-,F,C,F
01,Alabama,01005,Barbour County,2020-02-26,D-,F,C,F
01,Alabama,01005,Barbour County,2020-02-25,D-,F,C,F
01,Alabama,01005,Barbour County,2020-02-24,D-,F,C,F
01,Alabama,01121,Talladega County,2020-04-19,D+,F,C,C
01,Alabama,01121,Talladega County,2020-04-18,F,F,F,F
01,Alabama,01121,Talladega County,2020-04-17,F,F,F,F
01,Alabama,01121,Talladega County,2020-04-16,F,F,F,F
01,Alabama,01121,Talladega County,2020-04-15,F,F,F,F
01,Alabama,01121,Talladega County,2020-04-14,F,F,D,F
01,Alabama,01121,Talladega County,2020-04-13,F,F,D,F
01,Alabama,01121,Talladega County,2020-04-12,C,C,C,C
01,Alabama,01121,Talladega County,2020-04-11,D-,F,D,D
01,Alabama,01121,Talladega County,2020-04-10,F,F,F,D
01,Alabama,01121,Talladega County,2020-04-09,F,F,D,F
01,Alabama,01121,Talladega County,2020-04-08,D-,F,D,D
01,Alabama,01121,Talladega County,2020-04-07,F,F,D,F
01,Alabama,01121,Talladega County,2020-04-06,F,F,D,F
01,Alabama,01121,Talladega County,2020-04-05,D,F,D,C
01,Alabama,01121,Talladega County,2020-04-04,D-,F,D,D
01,Alabama,01121,Talladega County,2020-04-03,F,F,F,F
01,Alabama,01121,Talladega County,2020-04-02,F,F,D,F
01,Alabama,01121,Talladega County,2020-04-01,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-31,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-30,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-29,D-,F,D,D
01,Alabama,01121,Talladega County,2020-03-28,D-,F,D,D
01,Alabama,01121,Talladega County,2020-03-27,F,F,F,D
01,Alabama,01121,Talladega County,2020-03-26,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-25,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-24,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-23,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-22,D-,F,D,D
01,Alabama,01121,Talladega County,2020-03-21,D-,F,D,D
01,Alabama,01121,Talladega County,2020-03-20,F,F,D,F
01,Alabama,01121,Talladega County,2020-03-19,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-18,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-17,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-16,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-15,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-14,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-13,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-12,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-11,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-10,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-09,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-08,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-07,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-06,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-05,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-04,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-03,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-02,F,F,F,F
01,Alabama,01121,Talladega County,2020-03-01,F,F,F,F
01,Alabama,01121,Talladega County,2020-02-29,F,F,F,F
01,Alabama,01121,Talladega County,2020-02-28,F,F,F,F
01,Alabama,01121,Talladega County,2020-02-27,F,F,F,F
01,Alabama,01121,Talladega County,2020-02-26,F,F,F,F
01,Alabama,01121,Talladega County,2020-02-25,F,F,F,F
01,Alabama,01121,Talladega County,2020-02-24,F,F,F,F
01,Alabama,01091,Marengo County,2020-04-19,B,C,A,B
01,Alabama,01091,Marengo County,2020-04-18,D+,F,B,D
01,Alabama,01091,Marengo County,2020-04-17,D,F,B,F
01,Alabama,01091,Marengo County,2020-04-16,D,F,B,F
01,Alabama,01091,Marengo County,2020-04-15,D,F,B,F
01,Alabama,01091,Marengo County,2020-04-14,D+,F,A,F
01,Alabama,01091,Marengo County,2020-04-13,D+,F,A,F
01,Alabama,01091,Marengo County,2020-04-12,B,C,A,B
01,Alabama,01091,Marengo County,2020-04-11,D+,F,B,D
01,Alabama,01091,Marengo County,2020-04-10,D+,F,B,D
01,Alabama,01091,Marengo County,2020-04-09,D,F,B,F
01,Alabama,01091,Marengo County,2020-04-08,C-,F,A,D
01,Alabama,01091,Marengo County,2020-04-07,C-,F,A,D
01,Alabama,01091,Marengo County,2020-04-06,D,F,B,F
01,Alabama,01091,Marengo County,2020-04-05,C-,F,A,D
01,Alabama,01091,Marengo County,2020-04-04,D+,F,B,D
01,Alabama,01091,Marengo County,2020-04-03,D,F,B,F
01,Alabama,01091,Marengo County,2020-04-02,D,F,B,F
01,Alabama,01091,Marengo County,2020-04-01,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-31,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-30,D+,F,A,F
01,Alabama,01091,Marengo County,2020-03-29,C-,F,A,D
01,Alabama,01091,Marengo County,2020-03-28,D+,F,B,D
01,Alabama,01091,Marengo County,2020-03-27,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-26,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-25,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-24,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-23,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-22,D+,F,B,D
01,Alabama,01091,Marengo County,2020-03-21,C-,F,B,C
01,Alabama,01091,Marengo County,2020-03-20,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-19,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-18,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-17,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-16,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-15,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-14,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-13,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-12,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-11,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-10,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-09,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-08,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-07,D,F,B,F
01,Alabama,01091,Marengo County,2020-03-06,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-05,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-04,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-03,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-02,D-,F,C,F
01,Alabama,01091,Marengo County,2020-03-01,D,F,B,F
01,Alabama,01091,Marengo County,2020-02-29,D,F,B,F
01,Alabama,01091,Marengo County,2020-02-28,F,F,D,F
01,Alabama,01091,Marengo County,2020-02-27,D-,F,C,F
